"id","term","term_lang_id","origin_id","user_id","lang_part_id","nativity_scale"
894,Voltage,3,,2,,5
895,Voltaic,3,,2,,1
896,Voltaic battery,3,,2,,2
897,Voltaic cell,3,,2,,3
898,Voltaic pile,3,,2,,4
899,Voltameter,3,,2,,5
900,Volte-face,3,,2,,1
901,Voluble,3,,2,,2
902,Volubly,3,,2,,3
903,Volume,3,,2,,4
904,Volumetric,3,,2,,5
905,Voluminous,3,,2,,1
906,Voluntarily,3,,2,,2
907,Voluntary,3,,2,,3
908,Volunteer,3,,2,,4
909,Voluptuary,3,,2,,5
910,Voluptuous,3,,2,,1
911,Voluptuousness,3,,2,,2
912,Volute,3,,2,,3
913,Vomit,3,,2,,4
914,Von,3,,2,,5
915,Voodoo,3,,2,,1
916,Voodooism,3,,2,,2
917,Voracious,3,,2,,3
918,Voracity,3,,2,,4
919,Vortex,3,,2,,5
920,Votaress,3,,2,,1
921,Votarist,3,,2,,2
922,Votary,3,,2,,3
923,Vote,3,,2,,4
924,Voter,3,,2,,5
925,Votive,3,,2,,1
926,Vouch,3,,2,,2
927,Voucher,3,,2,,1
928,Vouchsafe,3,,2,,2
929,Voussoir,3,,2,,3
930,Vow,3,,2,,4
931,Vowel,3,,2,,5
932,Voyage,3,,2,,1
933,Voyager,3,,2,,2
934,Voyageur,3,,2,,3
935,Vulcan,3,,2,,4
936,Vulcanite,3,,2,,5
937,Vulcanization,3,,2,,1
938,Vulcanize,3,,2,,2
939,Vulcanizer,3,,2,,3
940,Vulgar,3,,2,,4
941,Vulgar fraction,3,,2,,5
942,Vulgarian,3,,2,,1
943,Vulgarism,3,,2,,2
944,Vulgarity,3,,2,,3
945,Vulgarize,3,,2,,4
946,Vulgate,3,,2,,5
947,Vulnerable,3,,2,,1
948,W,3,,2,,2
949,Wabble,3,,2,,3
950,Wad,3,,2,,4
951,Wadding,3,,2,,5
952,Waddle,3,,2,,1
953,Wade,3,,2,,2
954,Wader,3,,2,,3
955,Wadi,3,,2,,4
956,Wady,3,,2,,5
957,Wafer,3,,2,,1
958,Waffle,3,,2,,2
959,Waffle iron,3,,2,,3
960,Waft,3,,2,,4
961,Wag,3,,2,,5
962,Wage,3,,2,,1
963,Wage worker,3,,2,,2
964,Wager,3,,2,,3
965,Wages,3,,2,,4
966,Waggery,3,,2,,5
967,Waggish,3,,2,,1
968,Wagon,3,,2,,2
969,Wagon train,3,,2,,3
970,Wagoner,3,,2,,4
971,Wagonette,3,,2,,5
972,Wagtail,3,,2,,1
973,Wahoo,3,,2,,2
974,Waif,3,,2,,3
975,Wail,3,,2,,4
976,Wain,3,,2,,5
977,Wainscot,3,,2,,1
978,Bustle,3,,2,,2
979,Busy,3,,2,,3
980,Busybody,3,,2,,4
981,But,3,,2,,5
982,Butcher,3,,2,,1
983,Butchery,3,,2,,2
984,Butler,3,,2,,3
985,Butt,3,,2,,4
986,Butte,3,,2,,5
987,Butter,3,,2,,3
988,Buttercup,3,,2,,4
989,Butterfly,3,,2,,5
990,Buttermilk,3,,2,,1
991,Butternut,3,,2,,2
992,Buttery,3,,2,,3
993,Buttock,3,,2,,4
994,Button,3,,2,,5
995,Buttonhole,3,,2,,1
996,Buttonhook,3,,2,,2
997,Buttress,3,,2,,3
998,Buxom,3,,2,,4
999,Buy,3,,2,,5
1000,Buyer,3,,2,,1
1001,Buzz,3,,2,,2
1002,Buzzard,3,,2,,3
1003,By,3,,2,,4
1004,By And By,3,,2,,5
1005,By Product,3,,2,,1
1006,Bye,3,,2,,2
1007,Byelaw,3,,2,,3
1008,Bygone,3,,2,,4
1009,Bylaw,3,,2,,5
1010,Bypath,3,,2,,1
1011,Bystander,3,,2,,2
1012,Byway,3,,2,,3
1013,Byword,3,,2,,4
1014,C,3,,2,,5
1015,Cab,3,,2,,1
1016,Cabal,3,,2,,2
1017,Cabbage,3,,2,,3
1018,Cabin,3,,2,,4
1019,Cabinet,3,,2,,5
1020,Cabinetmaker,3,,2,,1
1021,Cable,3,,2,,2
1022,Cablegram,3,,2,,3
1023,Cabman,3,,2,,4
1024,Cabriolet,3,,2,,5
1025,Cacao,3,,2,,1
1026,Cache,3,,2,,2
1027,Cachepot,3,,2,,3
1028,Cackle,3,,2,,4
1029,Cactus,3,,2,,5
1030,Cad,3,,2,,1
1031,Cadaver,3,,2,,2
1032,Cadaverous,3,,2,,3
1033,Caddie,3,,2,,4
1034,Caddy,3,,2,,5
1035,Cadence,3,,2,,1
1036,Cadet,3,,2,,2
1037,Caecum,3,,2,,3
1038,Caesura,3,,2,,4
1039,Cafe,3,,2,,5
1040,Cafeteria,3,,2,,1
1041,Caffeine,3,,2,,2
1042,Cage,3,,2,,3
1043,Cairn,3,,2,,4
1044,Caisson,3,,2,,5
1045,Caitiff,3,,2,,1
1046,Cajole,3,,2,,2
1047,Cake,3,,2,,3
1048,Calabash,3,,2,,4
1049,Calamitous,3,,2,,5
1050,Calamity,3,,2,,1
1051,Calcimine,3,,2,,2
1052,Calcine,3,,2,,3
1053,Calcium,3,,2,,4
1054,Calculate,3,,2,,5
1055,Calculation,3,,2,,1
1056,Calculator,3,,2,,2
1057,Calculus,3,,2,,3
1058,Caldron,3,,2,,4
1059,Calendar,3,,2,,5
1060,Calender,3,,2,,1
1061,Calf,3,,2,,2
1062,Calibrate,3,,2,,3
1063,Calibre,3,,2,,4
1064,Calico,3,,2,,5
1065,Calif,3,,2,,1
1066,Caliper,3,,2,,2
1067,Caliph,3,,2,,3
1068,Caliphate,3,,2,,4
1069,Calk,3,,2,,5
1070,Call,3,,2,,1
1071,Calla,3,,2,,2
1072,Calla Lily,3,,2,,3
1073,Calling,3,,2,,4
1074,Calliper,3,,2,,5
1075,Callous,3,,2,,1
